path_name,overlapping_genes,adj_p_val
regulation of peptidyl-threonine phosphorylation (GO:0010799),['SPRY2'],0.5671355746312317
endothelial cell migration (GO:0043542),['VEGFA'],0.5671355746312317
regulation of protein tyrosine kinase activity (GO:0061097),['ERBB3'],0.5671355746312317
regulation of viral entry into host cell (GO:0046596),['GSN'],0.5671355746312317
membrane protein proteolysis (GO:0033619),['PRKCQ'],0.5671355746312317
vesicle cytoskeletal trafficking (GO:0099518),['MYO1E'],0.5671355746312317
negative regulation of cellular metabolic process (GO:0031324),['EDNRB'],0.5671355746312317
negative regulation of secretion by cell (GO:1903531),['NOTCH1'],0.5671355746312317
organophosphate biosynthetic process (GO:0090407),['MBOAT1'],0.5671355746312317
epithelial cell differentiation (GO:0030855),"['DAB2', 'VEGFA']",0.5708666561027261
regulation of cell death (GO:0010941),"['TRIM13', 'CRYAB']",0.5720058475409662
calcium-mediated signaling (GO:0019722),"['EDNRB', 'EGFR']",0.5720058475409662
regulation of protein catabolic process (GO:0042176),"['EGFR', 'NKD1']",0.5720058475409662
bone development (GO:0060348),['GJA1'],0.5720058475409662
regulation of sodium ion transmembrane transporter activity (GO:2000649),['FGF11'],0.5720058475409662
glycolipid biosynthetic process (GO:0009247),['PIGZ'],0.5720058475409662
lymphocyte migration (GO:0072676),['S1PR1'],0.5720058475409662
sulfur compound catabolic process (GO:0044273),['BCAN'],0.5720058475409662
negative regulation of blood coagulation (GO:0030195),['PDGFRA'],0.5720058475409662
negative regulation of cell-substrate adhesion (GO:0010812),['NOTCH1'],0.5720058475409662
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),['TRIM59'],0.5720058475409662
organic hydroxy compound transport (GO:0015850),['ATP8B1'],0.5720058475409662
positive regulation of ossification (GO:0045778),['PTN'],0.5720058475409662
positive regulation of wound healing (GO:0090303),['PLPP3'],0.5720058475409662
apoptotic process (GO:0006915),"['IFI27', 'IRF3', 'ERBB3', 'MAL']",0.5755629006224825
cellular response to organonitrogen compound (GO:0071417),"['JUP', 'ZFP36L1']",0.5774541140020772
acylglycerol metabolic process (GO:0006639),['PLAAT3'],0.5785190422314893
regulation of release of cytochrome c from mitochondria (GO:0090199),['AVP'],0.5785190422314893
regulation of viral transcription (GO:0046782),['TRIM13'],0.5785190422314893
response to growth factor (GO:0070848),['SOX2'],0.5785190422314893
hexose metabolic process (GO:0019318),['APOD'],0.5785190422314893
keratinocyte differentiation (GO:0030216),['CLIC4'],0.5785190422314893
positive regulation of biomineral tissue development (GO:0070169),['PTN'],0.5785190422314893
positive regulation of cation transmembrane transport (GO:1904064),['KCNJ10'],0.5785190422314893
"DNA-templated transcription, initiation (GO:0006352)","['NR4A2', 'NOTCH1', 'NR4A3']",0.578951648917943
protein phosphorylation (GO:0006468),"['PRRT1', 'PDGFRA', 'CDK19', 'TYRO3', 'PRKCQ', 'FAM20A', 'SGK2', 'EGFR']",0.5844128684751652
activation of GTPase activity (GO:0090630),"['ARHGEF19', 'ARHGAP29']",0.5844128684751652
regulation of JNK cascade (GO:0046328),"['RASSF2', 'EGFR']",0.5844128684751652
regulation of chemokine production (GO:0032642),['IL33'],0.5844128684751652
cellular respiration (GO:0045333),['NR4A3'],0.5844128684751652
ceramide biosynthetic process (GO:0046513),['FA2H'],0.5844128684751652
determination of left/right symmetry (GO:0007368),['NOTCH1'],0.5844128684751652
negative regulation of protein catabolic process (GO:0042177),['EGFR'],0.5844128684751652
nucleic acid-templated transcription (GO:0097659),['NR4A2'],0.5844128684751652
positive regulation of protein tyrosine kinase activity (GO:0061098),['ERBB3'],0.5844128684751652
protein processing (GO:0016485),"['MYRF', 'VSIR']",0.5872119457048859
small GTPase mediated signal transduction (GO:0007264),"['PLD1', 'RASGRP3']",0.5872119457048859
positive regulation of protein serine/threonine kinase activity (GO:0071902),"['EGFR', 'VEGFA']",0.5872119457048859
protein localization to nucleus (GO:0034504),"['FAM53B', 'ABCA7']",0.5872119457048859
regulation of cell-cell adhesion (GO:0022407),['MEGF10'],0.5896913745117639
regulation of cell-substrate adhesion (GO:0010810),['NOTCH1'],0.5896913745117639
regulation of cytokine production involved in inflammatory response (GO:1900015),['APOD'],0.5896913745117639
development of primary male sexual characteristics (GO:0046546),['SOX8'],0.5896913745117639
heart looping (GO:0001947),['NOTCH1'],0.5896913745117639
male gonad development (GO:0008584),['SOX8'],0.5896913745117639
negative regulation of type I interferon production (GO:0032480),['IRF3'],0.5896913745117639
positive regulation of peptide hormone secretion (GO:0090277),['TCF7L2'],0.5896913745117639
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),"['NOTCH1', 'SPRY2']",0.5951247852681545
regulation of intracellular signal transduction (GO:1902531),"['RASSF2', 'ARHGEF19', 'ARAP2', 'ARHGAP29', 'MOB3B', 'EGFR', 'VEGFA']",0.5951247852681545
cation transport (GO:0006812),"['KCNJ10', 'PKD2L1', 'ATP1A2']",0.5951247852681545
cardiac ventricle morphogenesis (GO:0003208),['NOTCH1'],0.5951247852681545
detection of chemical stimulus involved in sensory perception of taste (GO:0050912),['PKD2L1'],0.5951247852681545
response to amyloid-beta (GO:1904645),['GJA1'],0.5951247852681545
intracellular steroid hormone receptor signaling pathway (GO:0030518),['PADI2'],0.5951247852681545
metal ion homeostasis (GO:0055065),['FAM20A'],0.5951247852681545
mRNA catabolic process (GO:0006402),['NUDT12'],0.5951247852681545
neurogenesis (GO:0022008),['LPAR1'],0.5951247852681545
positive regulation of potassium ion transmembrane transport (GO:1901381),['KCNJ10'],0.5951247852681545
lipid transport (GO:0006869),"['ATP8B1', 'ABCA7']",0.5975284694765571
regulation of interleukin-6 production (GO:0032675),"['IL33', 'MBP']",0.6014905995014299
action potential (GO:0001508),['MYH14'],0.6014905995014299
regulation of insulin receptor signaling pathway (GO:0046626),['PRKCQ'],0.6014905995014299
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),['NFIB'],0.6014905995014299
zymogen activation (GO:0031638),['VSIR'],0.6014905995014299
positive regulation of Notch signaling pathway (GO:0045747),['NOTCH1'],0.6014905995014299
positive regulation of RNA metabolic process (GO:0051254),['EGFR'],0.6014905995014299
glycerophospholipid biosynthetic process (GO:0046474),"['PLA2G4A', 'SYNJ2', 'PLD1']",0.605247625732597
Fc-epsilon receptor signaling pathway (GO:0038095),"['NR4A3', 'PRKCQ']",0.6057603136203846
anterograde trans-synaptic signaling (GO:0098916),"['PLP1', 'PMP22', 'SLC1A3', 'MBP']",0.6070631922198784
negative regulation of immune response (GO:0050777),"['POMC', 'TYRO3', 'AVP']",0.6076513434964496
regulation of fibroblast proliferation (GO:0048145),['PDGFRA'],0.6076513434964496
erythrocyte differentiation (GO:0030218),['VEGFA'],0.6076513434964496
"regulation of synaptic transmission, glutamatergic (GO:0051966)",['ATP1A2'],0.6076513434964496
regulation of telomerase activity (GO:0051972),['PRKCQ'],0.6076513434964496
protein stabilization (GO:0050821),"['RASSF2', 'PLPP3', 'CRYAB']",0.6112380092143453
positive regulation of cellular biosynthetic process (GO:0031328),"['ZEB2', 'PLD1', 'EGFR']",0.613612216461635
regulation of DNA binding (GO:0051101),['HES1'],0.613612216461635
determination of heart left/right asymmetry (GO:0061371),['NOTCH1'],0.613612216461635
epithelial to mesenchymal transition (GO:0001837),['NOTCH1'],0.613612216461635
regulation of T cell activation (GO:0050863),['PRKCQ'],0.613612216461635
negative regulation of cold-induced thermogenesis (GO:0120163),['NOTCH1'],0.613612216461635
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862),['DAB2'],0.613612216461635
histone modification (GO:0016570),"['EYA4', 'PADI2']",0.617084861973782
negative regulation of cytokine production (GO:0001818),"['IRF3', 'APOD', 'VSIR']",0.6182103785533315
cellular response to ionizing radiation (GO:0071479),['CRYAB'],0.6182103785533315
regulation of interleukin-10 production (GO:0032653),['VSIR'],0.6182103785533315
regulation of interleukin-2 production (GO:0032663),['PDE4B'],0.6182103785533315
regulation of mitochondrion organization (GO:0010821),['INF2'],0.6182103785533315
regulation of protein metabolic process (GO:0051246),['ABCA7'],0.6182103785533315
negative regulation of MAP kinase activity (GO:0043407),['SPRY2'],0.6182103785533315
negative regulation of mitotic cell cycle (GO:0045930),['ZFP36L1'],0.6182103785533315
positive regulation of blood vessel endothelial cell migration (GO:0043536),['VEGFA'],0.6182103785533315
positive regulation of endocytosis (GO:0045807),['DAB2'],0.6182103785533315
ion transport (GO:0006811),"['SLC1A3', 'PKD2L1']",0.6230027099395352
receptor internalization (GO:0031623),['CD9'],0.6230027099395352
regulation of cellular localization (GO:0060341),['GSN'],0.6230027099395352
regulation of cellular protein metabolic process (GO:0032268),['EDNRB'],0.6230027099395352
regulation of interferon-beta production (GO:0032648),['IRF3'],0.6230027099395352
regulation of stress-activated MAPK cascade (GO:0032872),['EGFR'],0.6230027099395352
response to glucose (GO:0009749),['TCF7L2'],0.6230027099395352
RNA catabolic process (GO:0006401),['NUDT12'],0.6230027099395352
secondary alcohol metabolic process (GO:1902652),['CYP27A1'],0.6230027099395352
negative regulation of catabolic process (GO:0009895),['EGFR'],0.6230027099395352
positive regulation of signal transduction (GO:0009967),"['SALL1', 'NOTCH1', 'LIMS2', 'WLS']",0.623857213348086
antigen receptor-mediated signaling pathway (GO:0050851),"['MOG', 'PDE4B', 'PRKCQ']",0.6260779004800323
regulation of protein binding (GO:0043393),"['TCF7L2', 'DAB2']",0.6276066600984438
negative regulation of response to external stimulus (GO:0032102),"['TNFAIP6', 'TYRO3']",0.6276066600984438
positive regulation of protein-containing complex assembly (GO:0031334),"['CDC42EP2', 'VEGFA']",0.6276066600984438
actin polymerization or depolymerization (GO:0008154),['GSN'],0.6276066600984438
regulation of complement activation (GO:0030449),['CFH'],0.6276066600984438
chloride transmembrane transport (GO:1902476),['SLC1A3'],0.6276066600984438
negative regulation of ERK1 and ERK2 cascade (GO:0070373),['SPRY2'],0.6276066600984438
organic hydroxy compound biosynthetic process (GO:1901617),['CYP27A1'],0.6276066600984438
cellular response to oxygen-containing compound (GO:1901701),"['PDGFRA', 'NR4A3', 'PDE4B', 'EGFR', 'ZFP36L1']",0.6313974887994932
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),"['GSN', 'ST18']",0.632033762867645
cholesterol transport (GO:0030301),['ABCA7'],0.6328083916837637
inositol lipid-mediated signaling (GO:0048017),['PDGFRA'],0.6328083916837637
sensory perception (GO:0007600),['CDH23'],0.6328083916837637
mesenchymal cell differentiation (GO:0048762),['NOTCH1'],0.6328083916837637
negative regulation of protein ubiquitination (GO:0031397),['SPRY2'],0.6328083916837637
positive regulation of fat cell differentiation (GO:0045600),['ZFP36L1'],0.6328083916837637
cellular response to interferon-gamma (GO:0071346),"['IRF3', 'AQP4']",0.6370520344289347
protein homooligomerization (GO:0051260),"['AQP4', 'PKD2L1']",0.6370520344289347
amide biosynthetic process (GO:0043604),['FA2H'],0.6370520344289347
regulation of telomere maintenance via telomerase (GO:0032210),['PRKCQ'],0.6370520344289347
response to peptide hormone (GO:0043434),['ZFP36L1'],0.6370520344289347
sprouting angiogenesis (GO:0002040),['VEGFA'],0.6370520344289347
negative regulation of BMP signaling pathway (GO:0030514),['NOTCH1'],0.6370520344289347
negative regulation of protein-containing complex assembly (GO:0031333),['CRYAB'],0.6370520344289347
positive regulation of protein localization to cell periphery (GO:1904377),['EGFR'],0.6370520344289347
positive regulation of protein localization to plasma membrane (GO:1903078),['EGFR'],0.6370520344289347
regulation of mRNA catabolic process (GO:0061013),"['PRR5L', 'ZFP36L1']",0.641164587338887
bicellular tight junction assembly (GO:0070830),['CLDN11'],0.6415142084337593
regulation of DNA replication (GO:0006275),['EGFR'],0.6415142084337593
cellular macromolecule catabolic process (GO:0044265),['DNASE1L2'],0.6415142084337593
regulation of immune effector process (GO:0002697),['CFH'],0.6415142084337593
epidermal cell differentiation (GO:0009913),['CLIC4'],0.6415142084337593
positive regulation of macroautophagy (GO:0016239),['TRIM13'],0.6415142084337593
positive regulation of NIK/NF-kappaB signaling (GO:1901224),['EGFR'],0.6415142084337593
positive regulation of phagocytosis (GO:0050766),['ABCA7'],0.6415142084337593
regulation of anatomical structure morphogenesis (GO:0022603),"['PHLDB1', 'INF2']",0.6427851652086476
defense response to symbiont (GO:0140546),"['IFI27', 'IRF3']",0.6462012629553774
fatty acid metabolic process (GO:0006631),"['FA2H', 'ACSBG1']",0.6462012629553774
non-canonical Wnt signaling pathway (GO:0035567),"['TCF7L2', 'ARHGEF19']",0.6462012629553774
regulation of humoral immune response (GO:0002920),['CFH'],0.6462012629553774
regulation of potassium ion transmembrane transport (GO:1901379),['KCNJ10'],0.6462012629553774
inorganic anion transport (GO:0015698),['CLIC4'],0.6462012629553774
unsaturated fatty acid metabolic process (GO:0033559),['PLA2G4A'],0.6462012629553774
platelet degranulation (GO:0002576),"['CD9', 'VEGFA']",0.6497893473050113
protein localization to membrane (GO:0072657),"['TSPAN15', 'JUP', 'PTN']",0.6501441036371896
pyruvate metabolic process (GO:0006090),['NR4A3'],0.6511202065516847
regulation of cardiac conduction (GO:1903779),['ATP1A2'],0.6511202065516847
triglyceride metabolic process (GO:0006641),['PLAAT3'],0.6511202065516847
negative regulation of cytokine-mediated signaling pathway (GO:0001960),['PADI2'],0.6511202065516847
negative regulation of protein modification by small protein conjugation or removal (GO:1903321),['SPRY2'],0.6511202065516847
negative regulation of cell growth (GO:0030308),"['GJA1', 'MAG']",0.6512405366051789
negative regulation of growth (GO:0045926),"['GJA1', 'NOTCH1']",0.6512405366051789
phosphatidylinositol biosynthetic process (GO:0006661),"['PIGZ', 'SYNJ2']",0.6512405366051789
positive regulation of cytokine production (GO:0001819),"['IL33', 'IRF3', 'PDE4B', 'PRKCQ', 'MBP']",0.6515583613941803
glycosaminoglycan catabolic process (GO:0006027),['BCAN'],0.6558833847052388
tight junction assembly (GO:0120192),['CLDN11'],0.6558833847052388
negative regulation of metabolic process (GO:0009892),['NOTCH1'],0.6558833847052388
regulation of signal transduction (GO:0009966),"['TSPAN15', 'ERBB3', 'ZIC1']",0.6569402636349813
arachidonic acid metabolic process (GO:0019369),['PLA2G4A'],0.6597029746498873
carboxylic acid transport (GO:0046942),['SLC38A3'],0.6597029746498873
icosanoid metabolic process (GO:0006690),['PLA2G4A'],0.6597029746498873
monocarboxylic acid transport (GO:0015718),['ATP8B1'],0.6597029746498873
positive regulation of cell junction assembly (GO:1901890),['VEGFA'],0.6597029746498873
"positive regulation of gene expression, epigenetic (GO:0045815)",['PADI2'],0.6597029746498873
positive regulation of interferon-gamma production (GO:0032729),['PDE4B'],0.6597029746498873
protein K48-linked ubiquitination (GO:0070936),['IFI27'],0.6597029746498873
cellular response to insulin stimulus (GO:0032869),"['GAB1', 'ZFP36L1']",0.6603925409569775
receptor metabolic process (GO:0043112),['CD9'],0.6633718904851328
regulation of neurotransmitter receptor activity (GO:0099601),['PRRT1'],0.6633718904851328
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393),['DAB2'],0.6633718904851328
regulation of phagocytosis (GO:0050764),['ABCA7'],0.6633718904851328
muscle organ development (GO:0007517),['SOX6'],0.6633718904851328
negative regulation of hydrolase activity (GO:0051346),['PLXNB3'],0.6633718904851328
positive regulation of mitotic cell cycle phase transition (GO:1901992),['EGFR'],0.6633718904851328
positive regulation of protein binding (GO:0032092),['TCF7L2'],0.6633718904851328
neutrophil degranulation (GO:0043312),"['TMEM63A', 'GSN', 'DOK3', 'JUP', 'TNFAIP6', 'PADI2', 'PLD1']",0.6640327039882757
cellular response to metal ion (GO:0071248),"['CLIC4', 'EGFR']",0.6659692685137525
protein polymerization (GO:0051258),['GSN'],0.66907977832235
inorganic cation transmembrane transport (GO:0098662),"['KCNJ10', 'SLC1A3', 'PKD2L1', 'ATP1A2']",0.66907977832235
neutrophil activation involved in immune response (GO:0002283),"['TMEM63A', 'GSN', 'DOK3', 'JUP', 'TNFAIP6', 'PADI2', 'PLD1']",0.6723638229332166
defense response to virus (GO:0051607),"['IFI27', 'IRF3']",0.6733323504168964
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),"['ITGB5', 'RGMA']",0.6733323504168964
apical junction assembly (GO:0043297),['CLDN11'],0.6742492843761203
regulation of inflammatory response (GO:0050727),"['IL33', 'TNFAIP6', 'TYRO3']",0.6771672845236038
neutrophil mediated immunity (GO:0002446),"['TMEM63A', 'GSN', 'DOK3', 'JUP', 'TNFAIP6', 'PADI2', 'PLD1']",0.6777132531592789
plasma membrane bounded cell projection assembly (GO:0120031),"['GSN', 'NOTCH1', 'S1PR1', 'PMP22']",0.678689223623282
negative regulation of response to stimulus (GO:0048585),['ERBB3'],0.678689223623282
positive regulation of DNA biosynthetic process (GO:2000573),['PRKCQ'],0.678689223623282
protein lipidation (GO:0006497),['PIGZ'],0.678689223623282
protein localization to plasma membrane (GO:0072659),"['TSPAN15', 'JUP']",0.6834279021008525
negative regulation of inflammatory response to antigenic stimulus (GO:0002862),"['POMC', 'AVP']",0.6834279021008525
glucose metabolic process (GO:0006006),['APOD'],0.6838011322525013
stress-activated MAPK cascade (GO:0051403),['ZFP36L1'],0.6838011322525013
regulation of inflammatory response to antigenic stimulus (GO:0002861),"['POMC', 'AVP']",0.686699690463335
positive regulation of viral process (GO:0048524),['TYRO3'],0.6895998502471234
negative regulation of cellular process (GO:0048523),"['GJA1', 'NOTCH1', 'TMEM98', 'ERBB3', 'PLXNB3', 'CD9', 'CRYAB', 'ST18']",0.6921882479149605
phosphate-containing compound metabolic process (GO:0006796),"['PLA2G4A', 'PLAAT3', 'PLPP3']",0.6928406767154129
positive regulation of response to external stimulus (GO:0032103),"['IL33', 'PTN']",0.6928406767154129
protein secretion (GO:0009306),['WLS'],0.6928406767154129
regulation of extrinsic apoptotic signaling pathway (GO:2001236),['TCF7L2'],0.6928406767154129
regulation of innate immune response (GO:0045088),['TYRO3'],0.6928406767154129
regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),['TCF7L2'],0.6928406767154129
lipid homeostasis (GO:0055088),['TLCD1'],0.6928406767154129
protein localization to cell periphery (GO:1990778),"['TSPAN15', 'JUP']",0.6958307821581847
BMP signaling pathway (GO:0030509),['RGMA'],0.696767628817702
regulation of cell-matrix adhesion (GO:0001952),['JUP'],0.696767628817702
regulation of RNA metabolic process (GO:0051252),['MITF'],0.696767628817702
inorganic anion transmembrane transport (GO:0098661),['SLC1A3'],0.696767628817702
steroid biosynthetic process (GO:0006694),['CYP27A1'],0.696767628817702
positive regulation of cellular catabolic process (GO:0031331),"['TFEB', 'PRR5L']",0.6976941231781134
chromatin organization (GO:0006325),"['SOX2', 'PADI2']",0.7013886830529648
cellular response to nutrient levels (GO:0031669),['TFEB'],0.7013886830529648
positive regulation of cell death (GO:0010942),['TRIM13'],0.7013886830529648
receptor-mediated endocytosis (GO:0006898),"['DAB2', 'CD9']",0.7037276098719691
monocarboxylic acid metabolic process (GO:0032787),"['FA2H', 'GATM']",0.7037276098719691
neuron development (GO:0048666),"['PLP1', 'ETV1']",0.7037276098719691
anion transmembrane transport (GO:0098656),['SLC1A3'],0.7054846211170007
vascular endothelial growth factor receptor signaling pathway (GO:0048010),['VEGFA'],0.7054846211170007
cellular response to lipid (GO:0071396),"['PDE4B', 'ATP1A2', 'EGFR']",0.7090483087628043
interferon-gamma-mediated signaling pathway (GO:0060333),['IRF3'],0.7102881334945715
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512),['SPRY2'],0.7102881334945715
"transcription, DNA-templated (GO:0006351)","['NR4A2', 'NFIX', 'LHX1']",0.7145257443784709
cellular response to calcium ion (GO:0071277),['CLIC4'],0.7149846410537815
positive regulation of protein transport (GO:0051222),['PRR5L'],0.7149846410537815
carbohydrate homeostasis (GO:0033500),['TCF7L2'],0.7187451292509496
establishment of protein localization to membrane (GO:0090150),['EGFR'],0.7187451292509496
sterol metabolic process (GO:0016125),['CYP27A1'],0.7187451292509496
negative regulation of viral process (GO:0048525),['TRIM13'],0.7187451292509496
neutrophil chemotaxis (GO:0030593),['PDE4B'],0.7187451292509496
regulation of endopeptidase activity (GO:0052548),['VSIR'],0.7219811885872374
cellular response to BMP stimulus (GO:0071773),['RGMA'],0.7219811885872374
regulation of G1/S transition of mitotic cell cycle (GO:2000045),['EGFR'],0.7219811885872374
myeloid leukocyte differentiation (GO:0002573),['VEGFA'],0.7219811885872374
nucleic acid metabolic process (GO:0090304),['DNASE1L2'],0.7219811885872374
positive regulation of cellular protein localization (GO:1903829),['ABCA7'],0.7219811885872374
response to ionizing radiation (GO:0010212),['TRIM13'],0.7267764160446739
negative regulation of supramolecular fiber organization (GO:1902904),['CRYAB'],0.7267764160446739
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",['ITGB5'],0.7293828092640516
regulation of actin filament-based process (GO:0032970),['ARHGEF19'],0.7293828092640516
regulation of hydrolase activity (GO:0051336),['PLXNB3'],0.7293828092640516
granulocyte chemotaxis (GO:0071621),['PDE4B'],0.7293828092640516
insulin receptor signaling pathway (GO:0008286),['GAB1'],0.7293828092640516
ubiquitin-dependent ERAD pathway (GO:0030433),['TRIM13'],0.7293828092640516
positive regulation of JNK cascade (GO:0046330),['RASSF2'],0.7293828092640516
cellular response to amino acid starvation (GO:0034198),['TFEB'],0.7335588076172113
Fc receptor mediated stimulatory signaling pathway (GO:0002431),['NR4A3'],0.7335588076172113
negative regulation of protein binding (GO:0032091),['DAB2'],0.7335588076172113
negative regulation of cell population proliferation (GO:0008285),"['SOX2', 'NOTCH1', 'HES1', 'APOD', 'ST18']",0.734182625342324
chemical synaptic transmission (GO:0007268),"['PLP1', 'PMP22', 'SLC1A3', 'MBP']",0.7357132188428671
positive regulation of NF-kappaB transcription factor activity (GO:0051092),"['TRIM13', 'PRKCQ']",0.7363790228275925
response to amino acid starvation (GO:1990928),['TFEB'],0.7363790228275925
nucleic acid phosphodiester bond hydrolysis (GO:0090305),['DNASE1L2'],0.7363790228275925
positive regulation of T cell activation (GO:0050870),['PRKCQ'],0.7363790228275925
peptidyl-serine phosphorylation (GO:0018105),"['PRKCQ', 'SGK2']",0.7391003696307932
regulation of cell division (GO:0051302),['INSC'],0.7391003696307932
establishment of protein localization to organelle (GO:0072594),['FAM53B'],0.7391003696307932
RNA transport (GO:0050658),['ZFP36L1'],0.7391003696307932
positive regulation of growth (GO:0045927),['EGFR'],0.7391003696307932
protein import into nucleus (GO:0006606),['FAM53B'],0.7391003696307932
cholesterol metabolic process (GO:0008203),['CYP27A1'],0.7421448070990907
regulation of organelle assembly (GO:1902115),['GSN'],0.7421448070990907
import into nucleus (GO:0051170),['FAM53B'],0.7421448070990907
neutrophil migration (GO:1990266),['PDE4B'],0.7421448070990907
positive regulation of type I interferon production (GO:0032481),['IRF3'],0.7421448070990907
protein modification process (GO:0036211),['MMP15'],0.7459371191148612
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),['ITGB5'],0.7459371191148612
negative regulation of blood vessel morphogenesis (GO:2000181),['SPRY2'],0.7459371191148612
regulation of cellular response to heat (GO:1900034),['CRYAB'],0.7492183589736321
regulation of ion transport (GO:0043269),['KCNJ10'],0.7492183589736321
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),['DAB2'],0.7492183589736321
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060),['DAB2'],0.7492183589736321
regulation of fat cell differentiation (GO:0045598),['ZFP36L1'],0.7528339249343108
response to interferon-gamma (GO:0034341),['AQP4'],0.7528339249343108
lipid biosynthetic process (GO:0008610),['MBOAT1'],0.7528339249343108
positive regulation of cellular amide metabolic process (GO:0034250),['PLD1'],0.7572149749888359
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),['EGFR'],0.7615190213129649
regulation of osteoblast differentiation (GO:0045667),['NOTCH1'],0.765317317904367
epidermis development (GO:0008544),['PLOD1'],0.765317317904367
cytokine-mediated signaling pathway (GO:0019221),"['SOX2', 'POMC', 'IL33', 'IFI27', 'IRF3', 'S1PR1', 'ST18', 'VEGFA']",0.7670814775839532
response to insulin (GO:0032868),['ZFP36L1'],0.7690373125156155
peptidyl-serine modification (GO:0018209),"['PRKCQ', 'SGK2']",0.7718155320853957
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",['PLPP3'],0.7718155320853957
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",['ARHGEF19'],0.7718155320853957
positive regulation of protein catabolic process (GO:0045732),['NKD1'],0.7718155320853957
glucose homeostasis (GO:0042593),['TCF7L2'],0.7749466254891038
negative regulation of cellular amide metabolic process (GO:0034249),['ABCA7'],0.7749466254891038
positive regulation of proteasomal protein catabolic process (GO:1901800),['DAB2'],0.7749466254891038
cellular protein localization (GO:0034613),"['PRRT1', 'GJA1', 'EGFR', 'WLS']",0.7766125099818626
ERAD pathway (GO:0036503),['TRIM13'],0.7780009183123914
negative regulation of angiogenesis (GO:0016525),['SPRY2'],0.7780009183123914
cellular response to cytokine stimulus (GO:0071345),"['SOX2', 'POMC', 'S1PR1', 'AQP4', 'VEGFA', 'ZFP36L1']",0.7782925605212939
regulation of establishment of planar polarity (GO:0090175),['ARHGEF19'],0.7809797860916088
negative regulation of binding (GO:0051100),['DAB2'],0.7809797860916088
regulation of type I interferon production (GO:0032479),['IRF3'],0.7830140813909917
second-messenger-mediated signaling (GO:0019932),['EDNRB'],0.7830140813909917
transforming growth factor beta receptor signaling pathway (GO:0007179),['ITGB5'],0.7830140813909917
positive regulation of inflammatory response (GO:0050729),['IL33'],0.7830140813909917
protein import (GO:0017038),['FAM53B'],0.7830140813909917
toll-like receptor signaling pathway (GO:0002224),['TRIL'],0.7907915754329667
cellular response to fibroblast growth factor stimulus (GO:0044344),['ZFP36L1'],0.793484315386141
regulation of lipid metabolic process (GO:0019216),['ABCA7'],0.793484315386141
negative regulation of mitotic cell cycle phase transition (GO:1901991),['ZFP36L1'],0.793484315386141
regulated exocytosis (GO:0045055),"['CD9', 'VEGFA']",0.7964420304561722
regulation of heart contraction (GO:0008016),['ATP1A2'],0.7965486052891331
hemopoiesis (GO:0030097),['MEIS1'],0.7991052302347502
interleukin-1-mediated signaling pathway (GO:0070498),['ST18'],0.7991052302347502
negative regulation of cellular protein metabolic process (GO:0032269),['EDNRB'],0.7991052302347502
mRNA metabolic process (GO:0016071),['NUDT12'],0.8024805090055821
cellular transition metal ion homeostasis (GO:0046916),['SLC39A12'],0.8053503105319735
regulation of vesicle-mediated transport (GO:0060627),['PLD1'],0.8053503105319735
protein maturation (GO:0051604),['TSPAN15'],0.8077124201945105
calcium ion homeostasis (GO:0055074),['FAM20A'],0.8077124201945105
glycosaminoglycan biosynthetic process (GO:0006024),['BCAN'],0.8077124201945105
positive regulation of defense response (GO:0031349),['IL33'],0.810902949267611
regulation of mitotic cell cycle phase transition (GO:1901990),"['ANLN', 'ZFP36L1']",0.8131846991750735
response to UV (GO:0009411),['EGFR'],0.8135878685777206
positive regulation of translation (GO:0045727),['PLD1'],0.8166616830245728
cellular response to chemical stress (GO:0062197),['PRR5L'],0.8192293705086915
positive regulation of protein localization to membrane (GO:1905477),['EGFR'],0.8192293705086915
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),['DAB2'],0.8212891642747118
positive regulation of cell growth (GO:0030307),['EGFR'],0.8212891642747118
positive regulation of cellular protein metabolic process (GO:0032270),['PLD1'],0.8212891642747118
cellular response to tumor necrosis factor (GO:0071356),"['ST18', 'ZFP36L1']",0.8245070624005324
negative regulation of macromolecule metabolic process (GO:0010605),"['NOTCH1', 'VEGFA']",0.8245070624005324
cellular metal ion homeostasis (GO:0006875),['ATP1A2'],0.8252362062074083
